request_id|subject|target_node|ingress_node|processed_by|routed_from|routed_to|prefix_match_input_tokens|expected_cache_hit_tokens|expected_cache_hit_ratio|sglang_prompt_tokens|sglang_cache_hit_tokens|sglang_uncached_prefill_tokens|sglang_cache_hit_ratio|inference_time_s|actual_sglang_inference_time_s|communication_time_s|routing_processing_time_s|local_processing_time_s|other_processing_time_s|local_snapshot_match_after_process|total_time_s|generated_text|error
128|high_school_european_history|0|0|0|||1991|0|0.0|1991|0|1991|0.0|1.1328|0.0187|0.0|0.0627|0.0586|0.1213|1991|1.2541| C|
129|marketing|0|0|0|||387|1|0.0026|387|1|386|0.0026|0.2135|0.0097|0.0|0.041|0.048|0.089|387|0.3025| D|
130|moral_disputes|1|1|1|||411|318|0.7737|411|318|93|0.7737|0.1235|0.0103|0.0|0.0673|0.0531|0.1204|411|0.2439| A|
131|moral_scenarios|2|2|2|||627|560|0.8931|627|560|67|0.8931|0.1167|0.0203|0.0|0.066|0.0631|0.1291|627|0.2458| C|
132|anatomy|3|3|3|||341|1|0.0029|341|1|340|0.0029|0.1978|0.0127|0.0|0.052|0.0512|0.1032|341|0.301| C|
133|high_school_psychology|0|0|0|||318|290|0.9119|318|290|28|0.9119|0.1068|0.0133|0.0|0.0808|0.049|0.1298|318|0.2366| B|
134|professional_psychology|1|1|1|||398|352|0.8844|398|352|46|0.8844|0.1113|0.0107|0.0|0.0549|0.0673|0.1222|398|0.2335| D|
135|moral_scenarios|2|2|2|||623|561|0.9005|623|561|62|0.9005|0.1154|0.0181|0.0|0.0579|0.064|0.1219|623|0.2373| C|
136|business_ethics|1|1|1|||424|0|0.0|424|0|424|0.0|0.2269|0.0117|0.0|0.0684|0.0652|0.1336|424|0.3605| C|
137|miscellaneous|3|3|3|||342|261|0.7632|342|261|81|0.7632|0.1204|0.0135|0.0|0.0555|0.0567|0.1122|342|0.2326| C|
138|clinical_knowledge|0|0|0|||301|0|0.0|301|0|301|0.0|0.1849|0.0109|0.0|0.0598|0.0479|0.1077|301|0.2926| C|
139|high_school_physics|1|1|1|||669|1|0.0015|669|1|668|0.0015|0.3228|0.0112|0.0|0.0472|0.049|0.0962|669|0.419| A|
140|moral_scenarios|2|2|2|||630|561|0.8905|630|561|69|0.8905|0.1172|0.0129|0.0|0.0871|0.0686|0.1557|630|0.2729| C|
141|moral_scenarios|3|3|3|||626|560|0.8946|626|560|66|0.8946|0.1164|0.011|0.0|0.0505|0.0479|0.0984|626|0.2148| C|
142|high_school_world_history|0|0|0|||1664|8|0.0048|1664|8|1656|0.0048|0.8814|0.0177|0.0|0.0851|0.0696|0.1547|1664|1.0361| D|
143|professional_law|1|1|1|||1379|1178|0.8542|1379|1178|201|0.8542|0.1539|0.0166|0.0|0.0518|0.0608|0.1126|1379|0.2665| B|
144|high_school_macroeconomics|2|2|2|||414|368|0.8889|414|368|46|0.8889|0.1113|0.0114|0.0|0.0631|0.041|0.1041|414|0.2154| D|
145|high_school_chemistry|3|3|3|||460|380|0.8261|460|380|80|0.8261|0.1201|0.0124|0.0|0.0536|0.0613|0.1149|460|0.235| A|
146|clinical_knowledge|0|0|0|||308|241|0.7825|308|241|67|0.7825|0.1167|0.0112|0.0|0.0727|0.0765|0.1492|308|0.2659| B|
147|high_school_world_history|1|1|1|||1758|0|0.0|1758|0|1758|0.0|0.9546|0.0231|0.0|0.1189|0.0571|0.176|1758|1.1306| C|
148|world_religions|2|2|2|||277|206|0.7437|277|206|71|0.7437|0.1177|0.0105|0.0|0.0779|0.0531|0.131|277|0.2487| A|
149|high_school_us_history|3|3|3|||1779|1468|0.8252|1779|1468|311|0.8252|0.1882|0.0159|0.0|0.0609|0.0555|0.1164|1779|0.3046| C|
150|medical_genetics|2|2|2|||347|2|0.0058|347|2|345|0.0058|0.1995|0.02|0.0|0.0685|0.0545|0.123|347|0.3225| C|
151|philosophy|0|0|0|||310|1|0.0032|310|1|309|0.0032|0.1875|0.0104|0.0|0.0855|0.0517|0.1372|310|0.3247| C|
152|professional_law|1|1|1|||1400|1178|0.8414|1400|1178|222|0.8414|0.1602|0.0169|0.0|0.0566|0.0554|0.112|1400|0.2722| A|
153|high_school_biology|2|2|2|||390|329|0.8436|390|329|61|0.8436|0.1152|0.011|0.0|0.0671|0.0564|0.1235|390|0.2387| C|
154|moral_scenarios|3|3|3|||613|561|0.9152|613|561|52|0.9152|0.1129|0.0203|0.0|0.0887|0.0718|0.1605|613|0.2734| C|
155|anatomy|0|0|0|||351|298|0.849|351|298|53|0.849|0.1131|0.0105|0.0|0.0783|0.0597|0.138|351|0.2511| D|
156|human_sexuality|1|1|1|||433|337|0.7783|433|337|96|0.7783|0.1243|0.0115|0.0|0.0743|0.0853|0.1596|433|0.2839| C|
157|professional_law|2|2|2|||1348|1178|0.8739|1348|1178|170|0.8739|0.1448|0.014|0.0|0.0503|0.0471|0.0974|1348|0.2422| D|
158|prehistory|3|3|3|||401|343|0.8554|401|343|58|0.8554|0.1144|0.0126|0.0|0.0749|0.0583|0.1332|401|0.2476| B|
159|professional_psychology|0|0|0|||397|4|0.0101|397|4|393|0.0101|0.2159|0.0109|0.0|0.0582|0.0894|0.1476|397|0.3635| B|
160|clinical_knowledge|1|1|1|||281|1|0.0036|281|1|280|0.0036|0.1782|0.0113|0.0|0.063|0.0539|0.1169|281|0.2951| D|
161|professional_psychology|2|2|2|||416|352|0.8462|416|352|64|0.8462|0.1159|0.013|0.0|0.0508|0.0579|0.1087|416|0.2246| D|
162|college_medicine|3|3|3|||561|1|0.0018|561|1|560|0.0018|0.2783|0.0133|0.0|0.0838|0.0636|0.1474|561|0.4257| D|
163|miscellaneous|3|3|3|||305|261|0.8557|305|261|44|0.8557|0.1108|0.0096|0.0|0.0649|0.0679|0.1328|305|0.2436| A|
164|professional_law|0|0|0|||1399|1178|0.842|1399|1178|221|0.842|0.1599|0.0179|0.0|0.0608|0.0474|0.1082|1399|0.2681| C|
165|marketing|1|1|1|||402|1|0.0025|402|1|401|0.0025|0.2188|0.0465|0.0|0.0891|0.0536|0.1427|402|0.3615| C|
166|professional_law|2|2|2|||1365|1178|0.863|1365|1178|187|0.863|0.1498|0.0135|0.0|0.0667|0.0579|0.1246|1365|0.2744| A|
167|professional_law|3|3|3|||1504|1178|0.7832|1504|1178|326|0.7832|0.1931|0.013|0.0|0.0965|0.0608|0.1573|1504|0.3504| C|
168|professional_law|0|0|0|||1476|1179|0.7988|1476|1179|297|0.7988|0.1836|0.0128|0.0|0.0526|0.053|0.1056|1476|0.2892| B|
169|professional_law|1|1|1|||1533|1178|0.7684|1533|1178|355|0.7684|0.2028|0.0122|0.0|0.0537|0.0591|0.1128|1533|0.3156| B|
170|professional_accounting|2|2|2|||601|0|0.0|601|0|601|0.0|0.2948|0.012|0.0|0.0669|0.0806|0.1475|601|0.4423| C|
171|world_religions|3|3|3|||245|206|0.8408|245|206|39|0.8408|0.1096|0.0128|0.0|0.0708|0.0743|0.1451|245|0.2547| A|
172|moral_disputes|0|0|0|||363|318|0.876|363|318|45|0.876|0.1111|0.0611|0.0|0.1355|0.1201|0.2556|363|0.3667| B|
173|high_school_mathematics|1|1|1|||574|495|0.8624|574|495|79|0.8624|0.1198|0.0105|0.0|0.0918|0.0663|0.1581|574|0.2779| B|
174|moral_scenarios|2|2|2|||637|560|0.8791|637|560|77|0.8791|0.1193|0.0108|0.0|0.0703|0.0505|0.1208|637|0.2401| A|
175|elementary_mathematics|3|3|3|||414|3|0.0072|414|3|411|0.0072|0.2223|0.0126|0.0|0.0754|0.0644|0.1398|414|0.3621| B|
176|miscellaneous|0|0|0|||301|261|0.8671|301|261|40|0.8671|0.1098|0.025|0.0|0.1078|0.0815|0.1893|301|0.2991| C|
177|elementary_mathematics|1|1|1|||368|320|0.8696|368|320|48|0.8696|0.1118|0.0309|0.0|0.0966|0.0787|0.1753|368|0.2871| D|
178|professional_psychology|2|2|2|||405|352|0.8691|405|352|53|0.8691|0.1131|0.0107|0.0|0.0804|0.0744|0.1548|405|0.2679| C|
179|security_studies|3|3|3|||939|795|0.8466|939|795|144|0.8466|0.1375|0.0193|0.0|0.1128|0.0905|0.2033|939|0.3408| A|
180|professional_law|0|0|0|||1397|1178|0.8432|1397|1178|219|0.8432|0.1593|0.0167|0.0|0.0675|0.06|0.1275|1397|0.2868| D|
181|moral_scenarios|1|1|1|||617|560|0.9076|617|560|57|0.9076|0.1141|0.0245|0.0|0.1085|0.0536|0.1621|617|0.2762| A|
